Tipo de evento,Código de evento,Fecha de evento,N.º total de impresiones,Versión del firmware,Ayuda
Info,34.02.01,20-mar-2026 20:29:06,38524,2509087_000074,
Info,34.02.01,20-mar-2026 20:28:37,38524,2509087_000074,
Info,34.02.01,20-mar-2026 19:20:56,38492,2509087_000074,
Info,34.02.01,20-mar-2026 19:17:39,38492,2509087_000074,
Info,34.02.01,20-mar-2026 19:05:36,38487,2509087_000074,
Info,34.02.01,20-mar-2026 19:05:35,38487,2509087_000074,
Info,34.02.01,20-mar-2026 1:00:40,38280,2509087_000074,
Info,34.02.01,19-mar-2026 20:49:35,38275,2509087_000074,
Info,34.02.01,19-mar-2026 20:49:33,38275,2509087_000074,
Info,34.02.01,19-mar-2026 20:28:26,38270,2509087_000074,
Info,34.02.01,19-mar-2026 20:27:54,38270,2509087_000074,
Info,34.02.01,19-mar-2026 19:20:42,38241,2509087_000074,
Info,34.02.01,19-mar-2026 19:17:26,38237,2509087_000074,
Info,34.02.01,19-mar-2026 19:05:22,38229,2509087_000074,
Info,34.02.01,19-mar-2026 1:00:31,38057,2509087_000074,
Info,34.02.01,18-mar-2026 20:27:36,38046,2509087_000074,
Info,34.02.01,18-mar-2026 20:26:53,38045,2509087_000074,
Info,34.02.01,18-mar-2026 19:49:39,38030,2509087_000074,
Info,34.02.01,18-mar-2026 19:49:38,38030,2509087_000074,
Info,34.02.01,18-mar-2026 19:20:27,38012,2509087_000074,
Info,34.02.01,18-mar-2026 19:17:14,38012,2509087_000074,
Info,34.02.01,18-mar-2026 19:05:04,38012,2509087_000074,
Info,34.02.01,18-mar-2026 15:57:47,37965,2509087_000074,
Info,34.02.01,18-mar-2026 15:57:46,37965,2509087_000074,
Info,34.02.01,18-mar-2026 2:48:42,37852,2509087_000074,
Info,34.02.01,18-mar-2026 2:48:13,37852,2509087_000074,
Info,34.02.01,18-mar-2026 0:42:07,37851,2509087_000074,
Info,34.02.01,18-mar-2026 0:40:21,37849,2509087_000074,
Info,34.02.01,17-mar-2026 21:11:03,37845,2509087_000074,
Info,34.02.01,17-mar-2026 18:02:32,37791,2509087_000074,
Info,34.02.01,17-mar-2026 18:02:30,37791,2509087_000074,
Info,34.02.01,17-mar-2026 15:57:28,37748,2509087_000074,
Info,34.02.01,17-mar-2026 15:57:27,37748,2509087_000074,
Info,34.02.01,17-mar-2026 2:48:00,37597,2509087_000074,
Info,34.02.01,17-mar-2026 2:47:29,37597,2509087_000074,
Info,34.02.01,17-mar-2026 0:41:50,37590,2509087_000074,
Info,34.02.01,17-mar-2026 0:40:04,37590,2509087_000074,
Info,34.02.01,16-mar-2026 21:10:13,37590,2509087_000074,
Info,34.02.01,16-mar-2026 21:10:12,37590,2509087_000074,
Info,34.02.01,16-mar-2026 15:57:08,37425,2509087_000074,
Info,34.02.01,16-mar-2026 15:57:06,37425,2509087_000074,
Info,34.02.01,16-mar-2026 15:18:10,37416,2509087_000074,
Info,34.02.01,16-mar-2026 15:18:06,37416,2509087_000074,
Info,34.02.01,16-mar-2026 2:47:14,37301,2509087_000074,
Info,34.02.01,16-mar-2026 2:46:42,37301,2509087_000074,
Info,34.02.01,16-mar-2026 0:41:35,37296,2509087_000074,
Info,34.02.01,16-mar-2026 0:39:50,37296,2509087_000074,
Info,34.02.01,16-mar-2026 0:39:49,37296,2509087_000074,
